6 5 135
529.5	529.282	529.088	526.979	526.412	522.162	
535.61 	535.20	535.13  532.11  530.81  525.35  0.80    0.80    0.80    0.80    0.80
536.61	536.18	536.08	532.74	531.33	525.57	1.05	0.87	0.63	0.92	0.74
534.52	534.15	534.06	531.25	530.09	525.23	0.60	0.60	1.05	0.96	0.62
535.03	534.65	534.54	531.49	530.26	525.20	0.74	0.60	0.92	0.96	0.62
536.87	536.41	536.46	533.74	532.40	526.68	0.92	0.89	1.05	0.60	0.62
534.91	534.53	534.47	531.64	530.42	525.22	0.65	0.77	1.05	0.74	1.04
531.81	531.52	531.42	529.14	528.28	523.97	0.65	0.77	1.02	0.73	1.00
535.58	535.19	535.03	531.69	530.36	525.06	0.92	0.74	0.76	1.05	0.87
536.76	536.32	536.27	533.18	531.81	526.15	1.05	1.01	0.76	1.05	0.60
535.31	534.91	534.85	531.96	530.69	525.29	0.71	0.75	0.90	0.67	0.90
537.00	536.55	536.53	533.48	532.10	526.35	1.02	0.77	1.05	0.61	0.79
537.13	536.67	536.65	533.56	532.16	526.40	1.05	0.73	1.04	0.60	0.75
535.00	534.61	534.57	531.86	530.64	525.40	0.64	0.84	1.04	0.75	0.98
531.97	531.67	531.60	529.54	528.72	524.40	0.68	0.84	1.03	0.75	0.98
534.00	533.63	533.64	531.33	530.27	524.83	1.05	0.87	0.74	0.65	0.74
532.38	532.07	531.97	529.56	528.64	524.11	0.76	0.75	0.93	0.70	0.90
535.28	534.88	534.82	531.90	530.63	525.28	0.72	0.74	0.91	0.71	0.88
537.20	536.74	536.73	533.68	532.28	526.46	1.05	0.81	0.98	0.63	0.72
536.97	536.52	536.50	533.47	532.09	526.39	1.02	0.75	1.04	0.63	0.72
535.14	534.75	534.70	531.87	530.64	525.38	0.69	0.79	1.03	0.75	0.97
537.18	536.72	536.71	533.65	532.22	526.22	1.05	1.03	0.63	0.80	0.62
537.14	536.69	536.67	533.55	532.11	526.10	1.05	0.99	0.60	0.77	0.62
535.44	535.04	534.96	531.95	530.67	525.28	0.76	0.70	0.92	0.69	0.91
535.33	534.94	534.86	531.86	530.58	525.23	0.74	0.70	0.91	0.72	0.89
537.04	536.58	536.57	533.54	532.15	526.38	1.02	0.78	1.01	0.60	0.75
535.16	534.76	534.72	531.93	530.69	525.41	0.68	0.78	1.04	0.70	0.97
531.82	531.53	531.45	529.42	528.61	524.36	0.65	0.83	1.05	0.74	1.00
537.32	536.85	536.86	533.86	532.42	526.39	1.05	1.05	0.66	0.76	0.60
537.10	536.64	536.64	533.65	532.23	526.24	1.02	1.05	0.66	0.76	0.66
535.27	534.88	534.79	531.78	530.51	525.19	0.74	0.68	0.95	0.71	0.93
537.16	536.69	536.70	533.75	532.36	526.53	1.02	0.88	0.98	0.63	0.72
537.35	536.88	536.89	533.90	532.48	526.58	1.05	0.88	0.91	0.63	0.65
535.06	534.68	534.62	531.78	530.55	525.32	0.68	0.78	1.03	0.76	0.98
537.12	536.67	536.65	533.55	532.12	526.13	1.05	1.03	0.61	0.81	0.63
537.21	536.74	536.76	533.79	532.36	526.32	1.02	1.05	0.63	0.73	0.60
535.33	534.94	534.85	531.83	530.55	525.18	0.75	0.72	0.87	0.74	0.88
535.32	534.92	534.85	531.88	530.60	525.25	0.74	0.74	0.91	0.73	0.91
537.17	536.70	536.71	533.78	532.38	526.54	1.02	0.91	0.94	0.66	0.68
537.33	536.85	536.89	534.01	532.61	526.75	1.02	0.91	1.01	0.60	0.68
535.07	534.68	534.62	531.77	530.54	525.31	0.69	0.79	1.03	0.78	1.00
537.29	536.82	536.83	533.79	532.36	526.31	1.05	1.04	0.64	0.76	0.62
537.25	536.78	536.80	533.80	532.37	526.34	1.03	1.05	0.65	0.75	0.61
532.34	532.04	531.93	529.33	528.33	523.59	0.76	0.75	0.90	0.75	0.89
537.33	536.85	536.88	533.96	532.56	526.70	1.04	0.90	1.00	0.64	0.67
537.52	537.04	537.08	534.17	532.76	526.85	1.05	0.89	0.99	0.60	0.62
535.34	534.94	534.89	532.04	530.79	525.47	0.73	0.80	1.04	0.74	0.98
535.17	534.78	534.71	531.84	530.59	525.31	0.70	0.77	1.01	0.74	0.98
537.25	536.78	536.79	533.79	532.37	526.38	1.04	1.04	0.69	0.78	0.60
537.31	536.84	536.86	533.87	532.43	526.39	1.04	1.05	0.68	0.73	0.63
535.54	535.14	535.08	532.15	530.87	525.43	0.76	0.78	0.91	0.71	0.88
537.27	536.80	536.83	533.95	532.56	526.76	1.02	0.86	1.03	0.63	0.60
532.03	531.73	531.64	529.42	528.56	524.19	0.69	0.80	1.03	0.72	1.01
535.15	534.76	534.70	531.85	530.60	525.33	0.70	0.80	1.03	0.74	1.03
537.19	536.73	536.73	533.68	532.25	526.24	1.04	1.04	0.63	0.78	0.62
537.28	536.81	536.81	533.79	532.35	526.32	1.05	1.05	0.64	0.77	0.61
535.55	535.14	535.09	532.17	530.89	525.46	0.77	0.79	0.90	0.74	0.84
535.62	535.22	535.15	532.16	530.86	525.43	0.80	0.78	0.91	0.76	0.88
535.76	535.35	535.30	532.36	531.06	525.57	0.80	0.79	0.91	0.70	0.83

